datasetSource,strategyMode,profileId,strategyFamily,symbol,session,direction,signalTimestamp,entryTimestamp,exitTimestamp,signalTimeframe,executionTimeframe,entryMode,entryReason,exitReason,entryPrice,stopPrice,takeProfitPrice,spreadPips,riskPct,realizedR,finalR30m,maxAdverseR30m,maxFavorableR30m,finalR60m,maxAdverseR60m,maxFavorableR60m,hitProfitBeforeStop30m,hitProfitBeforeStop60m,actualDirection30m,actualMovePips30m,actualMovePips60m,executed,sourceQuality,signalOpen,signalHigh,signalLow,signalClose,ema8,ema20,ema50,atr,atrPct,rsi14,body,range,labelDecision,labelSignalQuality,labelConfidence,labelExpectedR,labelReason,labelWarnings,rootCause
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,ny,SELL,2026-02-18T13:45:00.000Z,2026-02-18T13:50:00.000Z,2026-02-18T14:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.70547,0.70647,0.70047,1.15,0.03,-1.135,-1.45,-1.9,0.01,-1.27,-1.9,0.01,false,false,SELL,-14.5,-12.7,true,research_simulated,0.70634,0.70636,0.7056,0.7056,0.70666,0.707,0.70713,0.0005,0.00071,28.8,0.00074,0.00076,BLOCK_TRADE,BAD,0.82,0.01,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,ny,BUY,2026-02-18T14:15:00.000Z,2026-02-18T14:20:00.000Z,2026-02-18T15:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,109.136,109.256,109.636,1.947,0.03,0.9853,-0.325,-0.5083,0.2833,-0.2333,-0.5083,0.2833,,,SELL,-3.9,-2.8,true,research_simulated,108.673,108.851,108.673,108.846,108.70881,108.69932,108.64427,0.09639,0.000886,63.06,0.173,0.178,ALLOW_TRADE,GOOD,0.72,0.985,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,ny,SELL,2026-02-18T16:00:00.000Z,2026-02-18T16:05:00.000Z,2026-02-18T17:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87223,0.87323,0.86723,2.35,0.03,-1.255,0.28,-0.1,0.42,-0.2,-0.37,0.42,,,BUY,2.8,-2,true,research_simulated,0.87269,0.8727,0.87211,0.87211,0.87253,0.87247,0.87261,0.00039,0.000449,43.27,0.00058,0.00059,BLOCK_TRADE,BAD,0.82,0.42,trade_never_proved_itself_and_lost_heavily,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,ny,SELL,2026-02-18T18:00:00.000Z,2026-02-18T18:05:00.000Z,2026-02-18T18:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91107,0.90987,0.90607,2.406,0.03,0.9394,0.1833,-0.1083,0.1917,0.3,-0.1083,0.4583,,,BUY,2.2,3.6,true,research_simulated,0.91214,0.91214,0.91163,0.91167,0.91196,0.91207,0.91233,0.0003,0.000329,37.38,0.00047,0.00051,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,ny,BUY,2026-02-18T19:00:00.000Z,2026-02-18T19:05:00.000Z,2026-02-18T21:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87269,0.87389,0.87769,2.35,0.03,0.945,0.1333,-0.0167,0.3,0.2,-0.0167,0.3,,,NEUTRAL,1.6,2.4,true,research_simulated,0.87219,0.87298,0.87217,0.87287,0.87268,0.8726,0.87261,0.00043,0.000489,54.51,0.00068,0.00081,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCHF,off_session,SELL,2026-02-18T22:00:00.000Z,2026-02-18T22:05:00.000Z,2026-02-18T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.77225,0.77325,0.76725,2.46,0.03,-0.696,-0.09,-0.17,0.12,-0.22,-0.3,0.12,,,NEUTRAL,-0.9,-2.2,true,research_simulated,0.77282,0.77282,0.77141,0.77206,0.77267,0.77258,0.77209,0.00048,0.000623,42.74,0.00076,0.00141,NO_OPINION,NEUTRAL,0.55,0.12,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,BUY,2026-02-19T00:30:00.000Z,2026-02-19T00:35:00.000Z,2026-02-19T03:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91087,0.91207,0.91587,2.406,0.03,0.9394,0.0167,-0.1833,0.0417,-0.1167,-0.2583,0.0417,,,NEUTRAL,0.2,-1.4,true,research_simulated,0.91045,0.91092,0.91045,0.91088,0.91062,0.91074,0.91126,0.00026,0.000288,50.38,0.00043,0.00047,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,asian,SELL,2026-02-19T04:15:00.000Z,2026-02-19T04:20:00.000Z,2026-02-19T04:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.96538,0.96638,0.96038,3.056,0.03,-1.3256,-0.7,-1.04,0.1,-0.99,-1.04,0.1,false,false,SELL,-7,-9.9,true,research_simulated,0.96735,0.96749,0.96644,0.96647,0.96705,0.96647,0.96577,0.00055,0.000565,53.58,0.00088,0.00105,BLOCK_TRADE,BAD,0.82,0.1,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,asian,BUY,2026-02-19T04:45:00.000Z,2026-02-19T04:50:00.000Z,2026-02-19T08:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87409,0.87309,0.87909,2.35,0.03,-1.255,0.16,0,0.2,0.13,0,0.2,,,NEUTRAL,1.6,1.3,true,research_simulated,0.87398,0.87427,0.87392,0.87426,0.87393,0.87373,0.87336,0.00021,0.000243,68.54,0.00028,0.00035,BLOCK_TRADE,BAD,0.82,0.2,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURJPY,london,SELL,2026-02-19T08:30:00.000Z,2026-02-19T08:35:00.000Z,2026-02-19T08:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,182.758,182.638,182.258,2.94,0.03,0.886,0.125,-0.55,1.4917,-0.5333,-1.0917,1.4917,true,true,NEUTRAL,1.5,-6.4,true,research_simulated,182.845,182.852,182.65,182.688,182.85881,182.87119,182.71534,0.12115,0.000663,39.33,0.157,0.202,ALLOW_TRADE,EXCELLENT,0.84,1.492,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,london,BUY,2026-02-19T08:45:00.000Z,2026-02-19T08:50:00.000Z,2026-02-19T09:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87355,0.87475,0.87855,2.35,0.03,0.945,0.125,-0.175,0.2083,0.575,-0.175,0.6,,,NEUTRAL,1.5,6.9,true,research_simulated,0.87337,0.8738,0.87334,0.87368,0.87353,0.87367,0.87354,0.00025,0.000284,50.29,0.00031,0.00046,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,london,SELL,2026-02-19T09:45:00.000Z,2026-02-19T09:50:00.000Z,2026-02-19T09:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87426,0.87306,0.86926,2.35,0.03,0.945,0.325,-0.0083,0.55,0.2083,-0.0083,0.55,,,BUY,3.9,2.5,true,research_simulated,0.8742,0.87427,0.87369,0.87369,0.87374,0.87373,0.87359,0.00029,0.000331,49.47,0.00051,0.00058,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,london,BUY,2026-02-19T10:00:00.000Z,2026-02-19T10:05:00.000Z,2026-02-19T10:20:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36806,1.36926,1.37306,2.522,0.03,0.9278,0.5417,-0.1667,0.5917,0.7083,-0.1667,0.9583,,,BUY,6.5,8.5,true,research_simulated,1.36729,1.36905,1.36671,1.36823,1.36778,1.36829,1.36861,0.00061,0.000444,46.82,0.00094,0.00234,ALLOW_TRADE,GOOD,0.72,0.958,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,london,BUY,2026-02-19T11:15:00.000Z,2026-02-19T11:20:00.000Z,2026-02-19T11:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87392,0.87512,0.87892,2.35,0.03,0.945,0.4083,-0.0417,0.5667,0.575,-0.0417,0.8083,,,BUY,4.9,6.9,true,research_simulated,0.87385,0.87434,0.87378,0.8743,0.87396,0.87385,0.87367,0.00032,0.000364,60.38,0.00045,0.00056,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURUSD,ny,SELL,2026-02-19T13:00:00.000Z,2026-02-19T13:05:00.000Z,2026-02-19T13:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.1761,1.1749,1.1711,0.831,0.03,1.0969,0.0583,-0.2917,0.7583,0.5333,-0.4167,0.8083,,,NEUTRAL,0.7,6.4,true,research_simulated,1.17693,1.17697,1.17519,1.17586,1.17734,1.17827,1.17897,0.00064,0.000547,20.77,0.00107,0.00178,ALLOW_TRADE,GOOD,0.72,1.097,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,ny,SELL,2026-02-19T13:15:00.000Z,2026-02-19T13:20:00.000Z,2026-02-19T15:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91134,0.91234,0.90634,2.406,0.03,-1.2606,-0.21,-0.24,0.35,-0.34,-0.53,0.35,,,SELL,-2.1,-3.4,true,research_simulated,0.91183,0.91187,0.91117,0.91134,0.91182,0.9118,0.9116,0.00032,0.000356,40.3,0.00049,0.0007,BLOCK_TRADE,BAD,0.82,0.35,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,ny,BUY,2026-02-19T16:45:00.000Z,2026-02-19T16:50:00.000Z,2026-02-19T17:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36993,1.36893,1.37493,2.522,0.03,-1.2722,-0.64,-0.75,0,-0.96,-1.09,0,,false,SELL,-6.4,-9.6,true,research_simulated,1.36852,1.37032,1.36848,1.37007,1.3692,1.36921,1.36903,0.00106,0.000772,56.5,0.00155,0.00184,BLOCK_TRADE,BAD,0.82,0,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,ny,BUY,2026-02-19T19:30:00.000Z,2026-02-19T19:35:00.000Z,2026-02-19T23:35:00.000Z,M15,M5,next_open,next_lower_tf_open,time_based_exit,0.91242,0.91142,0.91742,2.406,0.03,0.0394,0.04,-0.05,0.11,0,-0.09,0.11,,,NEUTRAL,0.4,0,true,research_simulated,0.9123,0.91276,0.91229,0.91275,0.91239,0.91221,0.91193,0.0003,0.000325,65.26,0.00045,0.00047,NO_OPINION,NEUTRAL,0.55,0.11,outcome_was_mixed_or_too_small_for_confident_filtering,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,off_session,BUY,2026-02-19T23:30:00.000Z,2026-02-19T23:35:00.000Z,2026-02-19T23:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,109.487,109.387,109.987,1.947,0.03,-1.2147,-1.7,-1.95,0.05,-1.42,-2.08,0.05,false,false,SELL,-17,-14.2,true,research_simulated,109.391,109.528,109.39,109.517,109.39487,109.35823,109.31612,0.08293,0.000757,66,0.126,0.138,BLOCK_TRADE,BAD,0.82,0.05,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDUSD,asian,SELL,2026-02-20T01:30:00.000Z,2026-02-20T01:35:00.000Z,2026-02-20T04:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.59413,0.59513,0.58913,2.254,0.03,-1.2454,-0.36,-0.38,0.4,-0.38,-0.75,0.4,,,SELL,-3.6,-3.8,true,research_simulated,0.59592,0.59593,0.59525,0.59533,0.59618,0.59656,0.59677,0.00043,0.000717,27.26,0.00059,0.00068,BLOCK_TRADE,BAD,0.82,0.4,trade_never_proved_itself_and_lost_heavily,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,london,BUY,2026-02-20T07:00:00.000Z,2026-02-20T07:05:00.000Z,2026-02-20T07:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.70423,0.70543,0.70923,1.15,0.03,1.065,0.8583,-0.3,0.9167,1.45,-0.3,1.4667,,true,BUY,10.3,17.4,true,research_simulated,0.70464,0.70537,0.70445,0.70537,0.70442,0.70406,0.70433,0.00055,0.000773,66.19,0.00073,0.00092,ALLOW_TRADE,EXCELLENT,0.84,1.467,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,london,BUY,2026-02-20T07:45:00.000Z,2026-02-20T07:50:00.000Z,2026-02-20T07:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,109.7,109.82,110.2,1.947,0.03,0.9853,1.1917,-0.1667,1.3167,-0.1833,-0.4417,1.3167,true,true,BUY,14.3,-2.2,true,research_simulated,109.299,109.499,109.29,109.494,109.34702,109.28206,109.26448,0.10044,0.000917,67,0.195,0.209,ALLOW_TRADE,EXCELLENT,0.84,1.317,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,SELL,2026-02-20T08:00:00.000Z,2026-02-20T08:05:00.000Z,2026-02-20T09:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91204,0.91304,0.90704,2.406,0.03,-1.2606,-0.14,-0.24,0.17,-0.76,-0.77,0.17,,,NEUTRAL,-1.4,-7.6,true,research_simulated,0.91211,0.91228,0.91172,0.91173,0.9118,0.9119,0.91203,0.00024,0.000267,43.39,0.00038,0.00056,BLOCK_TRADE,BAD,0.82,0.17,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,london,SELL,2026-02-20T09:30:00.000Z,2026-02-20T09:35:00.000Z,2026-02-20T10:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87307,0.87187,0.86807,2.35,0.03,0.945,-0.55,-0.625,0.225,0.0167,-0.625,0.225,,,SELL,-6.6,0.2,true,research_simulated,0.87374,0.87374,0.8728,0.87303,0.87372,0.87391,0.87408,0.00036,0.000408,29.94,0.00071,0.00094,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,london,SELL,2026-02-20T10:45:00.000Z,2026-02-20T10:50:00.000Z,2026-02-20T11:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,109.412,109.292,108.912,1.947,0.03,0.9853,-0.275,-0.6667,0.6417,0.7,-0.6667,0.9917,,,SELL,-3.3,8.4,true,research_simulated,109.64,109.641,109.436,109.467,109.61258,109.53682,109.41128,0.10469,0.000956,48.34,0.173,0.205,ALLOW_TRADE,GOOD,0.72,0.992,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,off_session,SELL,2026-02-20T12:00:00.000Z,2026-02-20T12:05:00.000Z,2026-02-20T13:05:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87318,0.87198,0.86818,2.35,0.03,0.945,-0.0917,-0.1333,0.3,0.2417,-0.1333,0.4583,,,NEUTRAL,-1.1,2.9,true,research_simulated,0.87346,0.87349,0.87282,0.87286,0.87318,0.87344,0.87378,0.00041,0.000473,39.27,0.0006,0.00067,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,ny,SELL,2026-02-20T13:15:00.000Z,2026-02-20T13:20:00.000Z,2026-02-20T13:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.37002,1.36882,1.36502,2.522,0.03,0.9278,0.1167,-0.3667,0.55,1.7917,-0.8083,2.5917,,true,NEUTRAL,1.4,21.5,true,research_simulated,1.36912,1.36948,1.36823,1.36823,1.36867,1.36872,1.36884,0.00063,0.000459,43.67,0.00089,0.00125,ALLOW_TRADE,EXCELLENT,0.84,2.592,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURUSD,ny,SELL,2026-02-20T13:30:00.000Z,2026-02-20T13:35:00.000Z,2026-02-20T14:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.17614,1.17494,1.17114,0.831,0.03,1.0969,0.025,-0.8083,0.375,0.025,-0.8083,0.475,,,NEUTRAL,0.3,0.3,true,research_simulated,1.17758,1.1782,1.17576,1.17629,1.17672,1.17649,1.17632,0.00072,0.000615,48.88,0.00129,0.00244,ALLOW_TRADE,GOOD,0.72,1.097,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,BUY,2026-02-20T14:30:00.000Z,2026-02-20T14:35:00.000Z,2026-02-20T14:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.96743,0.96863,0.97243,3.056,0.03,0.8744,1.425,-0.2917,1.575,1.325,-0.2917,1.8583,true,true,BUY,17.1,15.9,true,research_simulated,0.96488,0.96659,0.96484,0.96613,0.96503,0.96492,0.96477,0.00076,0.000783,61.02,0.00125,0.00175,ALLOW_TRADE,EXCELLENT,0.84,1.858,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,ny,BUY,2026-02-20T15:00:00.000Z,2026-02-20T15:05:00.000Z,2026-02-20T15:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.70841,0.70961,0.71341,1.15,0.03,1.065,-0.5167,-1.3,0.5417,-0.9083,-1.3,0.5417,false,false,SELL,-6.2,-10.9,true,research_simulated,0.70586,0.70881,0.70454,0.70722,0.7055,0.70516,0.70493,0.00103,0.001459,66.46,0.00136,0.00427,BLOCK_TRADE,BAD,0.78,0.542,stop_like_adverse_move_happened_before_any_meaningful_follow_through,,high_volatility_but_recovered
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCHF,ny,BUY,2026-02-20T16:15:00.000Z,2026-02-20T16:20:00.000Z,2026-02-20T16:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.77607,0.77507,0.78107,2.46,0.03,-1.266,-1.06,-1.11,0.23,-1.17,-1.17,0.23,false,false,SELL,-10.6,-11.7,true,research_simulated,0.77396,0.77544,0.77389,0.77523,0.77473,0.77524,0.7755,0.00099,0.001273,48.87,0.00127,0.00155,BLOCK_TRADE,BAD,0.82,0.23,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,ny,BUY,2026-02-20T17:00:00.000Z,2026-02-20T17:05:00.000Z,2026-02-20T18:05:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87289,0.87409,0.87789,2.35,0.03,0.945,0.2,-0.0417,0.4,0.25,-0.0417,0.4417,,,BUY,2.4,3,true,research_simulated,0.87259,0.87327,0.87256,0.87327,0.87301,0.87306,0.87335,0.00048,0.000549,52.2,0.00068,0.00071,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,off_session,SELL,2026-02-20T20:15:00.000Z,2026-02-20T20:20:00.000Z,2026-02-20T21:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,1.04524,1.04624,1.04024,3.221,0.03,-0.2121,0.13,-0.39,0.37,-0.01,-0.51,0.41,,,NEUTRAL,1.3,-0.1,true,research_simulated,1.04572,1.04574,1.04487,1.04488,1.04551,1.04563,1.04528,0.00061,0.000583,41.86,0.00084,0.00087,NO_OPINION,NEUTRAL,0.55,0.41,outcome_was_mixed_or_too_small_for_confident_filtering,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,off_session,BUY,2026-02-22T22:15:00.000Z,2026-02-22T22:20:00.000Z,2026-02-22T22:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.9691,0.9703,0.9741,3.056,0.03,0.8744,0.975,-0.0083,1.0167,0.1833,-0.0083,1.25,true,true,BUY,11.7,2.2,true,research_simulated,0.96705,0.96864,0.96693,0.96831,0.96843,0.96841,0.96747,0.0009,0.000929,50.91,0.00126,0.00171,ALLOW_TRADE,EXCELLENT,0.84,1.25,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,off_session,BUY,2026-02-22T23:00:00.000Z,2026-02-22T23:05:00.000Z,2026-02-22T23:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.71071,0.70971,0.71571,1.15,0.03,-1.135,-1.28,-1.36,0.06,-1.65,-2.14,0.06,false,false,SELL,-12.8,-16.5,true,research_simulated,0.70786,0.7091,0.70767,0.70907,0.70837,0.70809,0.70722,0.00076,0.001071,61.69,0.00121,0.00143,BLOCK_TRADE,BAD,0.82,0.06,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,off_session,BUY,2026-02-22T23:45:00.000Z,2026-02-22T23:50:00.000Z,2026-02-22T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.70883,0.70783,0.71383,1.15,0.03,0.155,-0.91,-0.98,0.38,-0.89,-1.23,0.38,,false,SELL,-9.1,-8.9,true,research_simulated,0.70971,0.71118,0.70968,0.71117,0.70935,0.70862,0.70754,0.0008,0.00113,73.85,0.00146,0.0015,NO_OPINION,NEUTRAL,0.55,0.38,outcome_was_mixed_or_too_small_for_confident_filtering,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,asian,SELL,2026-02-23T00:15:00.000Z,2026-02-23T00:20:00.000Z,2026-02-23T00:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,109.161,109.041,108.661,1.947,0.03,0.9853,-0.225,-0.6167,0.675,0.6833,-0.6167,1.475,,true,SELL,-2.7,8.2,true,research_simulated,109.643,109.644,109.461,109.479,109.6496,109.69496,109.65395,0.12125,0.001108,38.31,0.164,0.183,ALLOW_TRADE,EXCELLENT,0.84,1.475,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURJPY,asian,SELL,2026-02-23T00:30:00.000Z,2026-02-23T00:35:00.000Z,2026-02-23T00:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,182.442,182.322,181.942,2.94,0.03,0.886,1.875,-0.0917,2.0167,0.6333,-0.0917,2.2917,true,true,BUY,22.5,7.6,true,research_simulated,182.457,182.472,182.271,182.285,182.52999,182.60658,182.63546,0.11675,0.00064,27.07,0.172,0.201,ALLOW_TRADE,EXCELLENT,0.84,2.292,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDJPY,asian,BUY,2026-02-23T01:15:00.000Z,2026-02-23T01:20:00.000Z,2026-02-23T01:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,154.179,154.299,154.679,1.922,0.03,0.9878,0.5417,-0.475,0.7667,1.7,-0.475,2.0083,,true,BUY,6.5,20.4,true,research_simulated,154.009,154.19,153.997,154.185,154.25193,154.52836,154.80905,0.13716,0.00089,30.34,0.176,0.193,ALLOW_TRADE,EXCELLENT,0.84,2.008,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,asian,SELL,2026-02-23T02:00:00.000Z,2026-02-23T02:05:00.000Z,2026-02-23T02:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.96675,0.96555,0.96175,3.056,0.03,0.8744,0.3083,-0.025,0.4417,0.5417,-0.075,0.5917,,,BUY,3.7,6.5,true,research_simulated,0.96736,0.96748,0.96625,0.96625,0.96757,0.96816,0.96785,0.00086,0.000893,36.88,0.00111,0.00123,ALLOW_TRADE,GOOD,0.72,0.874,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPUSD,asian,BUY,2026-02-23T06:00:00.000Z,2026-02-23T06:05:00.000Z,2026-02-23T06:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.35223,1.35343,1.35723,1.676,0.03,1.0124,0.575,-0.0083,1.0083,0.4833,-0.0083,1.0167,true,true,BUY,6.9,5.8,true,research_simulated,1.35197,1.353,1.3517,1.35292,1.35196,1.35172,1.35078,0.00071,0.000525,64.02,0.00095,0.0013,ALLOW_TRADE,EXCELLENT,0.84,1.017,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,asian,SELL,2026-02-23T06:45:00.000Z,2026-02-23T06:50:00.000Z,2026-02-23T09:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.87407,0.87287,0.86907,2.35,0.03,0.945,0,-0.0667,0.2083,0.1,-0.075,0.2833,,,NEUTRAL,0,1.2,true,research_simulated,0.87415,0.87417,0.87382,0.87388,0.87413,0.87422,0.87409,0.00021,0.000245,38.73,0.00027,0.00035,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
